,飯店編號,距離市中心
497,8795839,"潭子區, 台中市 - 距市中心7.4公里"
498,7024490,"逢甲, 台中市 - 距市中心4.9公里"
499,5890305,"逢甲, 台中市 - 距市中心4.9公里"
500,8258594,"沙鹿區, 台中市 - 距市中心16.1公里"
501,9089659,"烏日區, 台中市 - 距市中心5.3公里"
502,22790176,"北屯區, 台中市 - 距市中心4.2公里"
503,6956442,"中區, 台中市 - 位於市中心"
504,18414483,"東區, 台中市 - 距市中心0.8公里"
505,24342215,"北區, 台中市 - 距市中心0.8公里"
506,1637924,"逢甲, 台中市 - 距市中心4.7公里"
507,872493,"西屯區, 台中市 - 距市中心3.9公里"
508,31450426,"西區, 台中市 - 距市中心1.0公里"
509,18587350,"東勢區, 台中市 - 距市中心19.5公里"
510,20777539,"西區, 台中市 - 距市中心1.6公里"
511,16782472,"大里區, 台中市 - 距市中心3.3公里"
512,10698960,"北區, 台中市 - 位於市中心"
513,666288,"北區, 台中市 - 距市中心2.6公里"
514,14456766,"北區, 台中市 - 距市中心1.7公里"
515,28752065,"逢甲, 台中市 - 距市中心4.2公里"
516,4704335,"逢甲, 台中市 - 距市中心4.7公里"
517,26904382,"逢甲, 台中市 - 距市中心5.0公里"
518,2404793,"南區, 台中市 - 距市中心0.7公里"
519,26865985,"逢甲, 台中市 - 距市中心4.9公里"
520,10543959,"太平區, 台中市 - 距市中心2.6公里"
521,26857077,"逢甲, 台中市 - 距市中心5.2公里"
522,22269007,"東勢區, 台中市 - 距市中心20.2公里"
523,433385,"西區, 台中市 - 距市中心1.9公里"
524,25066194,"逢甲, 台中市 - 距市中心4.7公里"
525,26866288,"逢甲, 台中市 - 距市中心4.6公里"
526,26856899,"逢甲, 台中市 - 距市中心5.0公里"
527,31450507,"北屯區, 台中市 - 距市中心2.2公里"
528,256492,"中區, 台中市 - 位於市中心"
529,27842691,"逢甲, 台中市 - 距市中心4.9公里"
530,27842687,"逢甲, 台中市 - 距市中心4.9公里"
531,25467270,"北屯區, 台中市 - 距市中心4.2公里"
